YUN_0001.JPG,95895.143000,2134,-6.779546,-2.813227,-200.937478,4.400000,7.620000,-89.820000,-89.960000,-2.190000,93263
YUN_0002.JPG,95907.240000,2134,-7.237751,-6.685040,-200.819505,4.210000,5.960000,-90.690000,-89.970000,0.080000,93241
YUN_0003.JPG,95920.629000,2134,-7.832833,-5.003047,-200.925715,3.740000,6.380000,-87.970000,-89.970000,-1.930000,93292
YUN_0004.JPG,95934.050000,2134,-9.925389,-7.812617,-200.893645,2.650000,5.170000,-88.820000,-89.970000,-0.520000,93203
YUN_0005.JPG,95947.437000,2134,-9.711611,-6.603216,-200.957675,2.730000,5.710000,-88.130000,-89.970000,-0.960000,93233
YUN_0006.JPG,95961.024000,2134,-7.779248,-9.222756,-200.697598,4.030000,4.860000,-91.870000,-89.970000,1.230000,93097
YUN_0007.JPG,95974.461000,2134,-9.052528,-8.892063,-200.796383,3.180000,4.850000,-89.740000,-89.970000,0.960000,92850
YUN_0008.JPG,95987.848000,2134,-10.225614,-7.648919,-200.943366,2.590000,5.500000,-90.180000,-89.970000,0.790000,93028
YUN_0009.JPG,96001.068000,2134,-7.094870,-3.586825,-200.961298,4.260000,7.690000,-90.560000,-89.970000,0.870000,92901
YUN_0010.JPG,96013.255000,2134,-2.718165,-10.821006,-200.065934,6.660000,3.840000,-90.820000,-89.970000,0.080000,92886
YUN_0011.JPG,96025.342000,2134,-3.398250,-10.012687,-200.229829,6.230000,4.250000,-90.170000,-89.970000,0.520000,92858
YUN_0012.JPG,96041.201000,2134,-41.351254,-11.054789,-197.461014,5.440000,-4.850000,-176.980000,-89.970000,-2.190000,92659
YUN_0013.JPG,96053.933000,2134,-7.908760,25.938511,-198.021181,-3.830000,-4.160000,90.090000,-89.970000,-1.230000,92644
YUN_0014.JPG,96067.087000,2134,-14.202658,28.184472,-197.612950,-0.210000,-5.540000,89.020000,-89.970000,-0.080000,93025
YUN_0015.JPG,96080.942000,2134,-9.357137,31.775100,-196.389162,-2.850000,-7.620000,89.360000,-89.970000,0.520000,92506
YUN_0016.JPG,96094.428000,2134,-6.779390,31.603692,-196.316163,-4.250000,-7.460000,89.450000,-89.970000,-0.080000,92434
YUN_0017.JPG,96107.949000,2134,-11.702119,34.957319,-195.652445,-2.050000,-9.000000,90.810000,-89.970000,-1.580000,92537
YUN_0018.JPG,96121.736000,2134,-7.557198,31.815130,-196.184549,-3.620000,-7.840000,88.750000,-89.970000,1.490000,92490
YUN_0019.JPG,96135.289000,2134,-9.395485,31.954423,-196.384680,-3.070000,-7.590000,90.170000,-89.970000,-0.080000,92713
YUN_0020.JPG,96148.909000,2134,-9.868848,33.041246,-196.057623,-2.550000,-8.250000,89.290000,-89.970000,0.080000,92601
YUN_0021.JPG,96161.128000,2134,-9.811276,34.339397,-195.603040,-2.760000,-8.990000,89.880000,-89.970000,0.430000,92341
YUN_0022.JPG,96173.533000,2134,-14.960610,36.461041,-195.145732,-0.280000,-9.930000,90.650000,-89.960000,-1.050000,92502
YUN_0023.JPG,96189.925000,2134,-37.877642,-17.401741,-197.568544,8.850000,-2.770000,-179.440000,-89.970000,2.190000,92445
